epochs,loss_train,loss_test
0,0.6915623640480526,0.32135023536028884
1,0.0535407166697881,0.25729645550664926
2,0.018644679098262423,0.31403388781943403
3,0.01099722208014612,0.2837593038190119
4,0.008467923598355449,0.2813928526863832
6,0.006543686844996678,0.19052216635471342
7,0.005274389816749718,0.21250465316192313
8,0.005964106007152936,0.17604610701491397
9,0.0048937106444893975,0.16326526077811118
