epochs,loss_train,loss_test
0,0.6778648857750472,0.4890163131434508
1,0.11289987164788058,0.44979557003637755
2,0.0637908775289505,0.33516835331954437
3,0.04678291826110886,0.3722215002929472
6,0.03123088580087894,0.30699072179920744
7,0.027394757201033113,0.2880077225560642
9,0.023723674247590757,0.2832364264988538
