epochs,loss_train,loss_test
0,0.4128472226194059,0.14519385667047416
1,0.019552878149159156,0.14302228417275756
3,0.014065923048851807,0.12856641617683562
7,0.01871146256247032,0.11110026379585657
9,0.008241943836468766,0.10735037709197756
19,0.004178553322914118,0.14806771982730793
23,0.005631044044234643,0.17171546650561528
26,0.0019372522582299405,0.12422684118242894
27,0.00035236723740889503,0.1111536199948118
28,3.1708493264785065e-05,0.1127249414359375
