epochs,loss_train,loss_test
0,0.7344180449849483,0.3742896226244141
1,0.06141150949809998,0.2657000669231168
3,0.012856254034143338,0.24407645769774763
4,0.01109817093383991,0.2760228359098123
8,0.005659936192046003,0.20406495020818907
